"Agency Code","Agency Name","Previous UII","Unique Investment Identifier","Shared Services Category","Shared Services Identifier","LOB Title","Mission Support Investment Category","Bureau Code","Bureau Name","Part Of IT Portfolio","Mission Delivery and Management Support Area","Type of Investment","National Security Systems Identifier","IT Infrastructure and Management Type","Line Item Descriptor","Investment Title","Investment Description","FEA BRM Services - Primary service area","Total IT Spending FY2018 (PY) ($ M)","Total IT Spending FY2019 (CY) ($ M)","Total IT Spending FY2020 (BY) ($ M)","DME PY Agency Funding ($ M)","DME PY Contributions ($ M)","DME CY Agency Funding ($ M)","DME CY Contributions ($ M)","DME BY Agency Funding ($ M)","DME BY Contributions ($ M)","DME BY Budget Authority Agency Funding ($ M)","O&M PY Agency Funding ($ M)","O&M PY Contributions ($ M)","O&M CY Agency Funding ($ M)","O&M CY Contributions ($ M)","O&M BY Agency Funding ($ M)","O&M BY Contributions ($ M)","O&M BY Budget Authority Agency Funding ($ M)","Cloud Computing Alternatives Evaluation","Total Cloud PaaS/IaaS Cost CY","Total Cloud SaaS Cost CY","Total Other Managed Services Cost CY","Budget Year","Derived Status","Updated Date","Updated Time"
"	010","Department of the Interior",010-999991141,010-999991141,"36 - USSM shared service","1102 - IBC FMLoB Shared Service Provider",N/A,"02 - Financial Management","	00","Department of the Interior","02 - Administrative Services and Support Systems","	01","01 - Major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","DOI - IBC FMLoB Shared Service Provider","As a Shared Service Provider (SSP), IBC offers a federal financial management & acquisition solution to Cabinet and non-Cabinet agencies. Services as an SSP include a full range of hosting, technical, functional, implementation and O&M support.","124 - Accounting",0,0,0,0,17.563,0,0.388,0,1,0,0,21.838,0,22.276,0,19.526,0,"	3",0,2,0,2020,"No change in status",2019-04-03,18:52:02
"	010","Department of the Interior",010-000000705,010-000000705,"00 - Agency Investments",,N/A,"02 - Financial Management","	00","Department of the Interior","02 - Administrative Services and Support Systems","	01","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","OS - OS Budget System","A Filemaker Pro relational database used to formulate and execute the OS budget including the Working Capital Fund. The budget is based upon employee level data and other object class details.  Working capital fund items include billing algorithms.","101 - Budget Formulation",0.0191,0.019131,0.039162,0,0,0,0,0,0,0,0.0191,0,0.019131,0,0.039162,0,0.039162,"	4",0,0,0,2020,"No change in status",2019-04-03,18:52:02
"	010","Department of the Interior",010-000000316,010-000000316,"00 - Agency Investments",,N/A,"02 - Financial Management","	00","Department of the Interior","02 - Administrative Services and Support Systems","	01","01 - Major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","DOI - Financial and Business Management System (FBMS)","FBMS is a management initiative that has integrated financial management, acquisition, grants, property management and other related business processes by standardizing and integrating an enterprise solution to support these functions throughout the DOI.","124 - Accounting",57.93892,55.546918,58.546921,14.461,0,12.069,0,15.069,0,15.069,43.47792,0,43.477918,0,43.477921,0,43.477921,"	1",6.8,0,0,2020,"No change in status",2019-04-03,18:52:02
"	010","Department of the Interior",010-000000699,010-000000699,"00 - Agency Investments",,N/A,"01 - Not Applicable","	00","Department of the Interior","01 - Mission Delivery","	07","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","OS - Interior Valuation Information System (IVIS)","IVIS is a cloud-based, client accessible application for requesting and tracking valuation services.  IVIS provides a mechanism for OVS to manage the valuation request from cradle to grave including ad hoc reports for senior management.","129 - Reporting and Information",0.5729,1.4559,1.2679,0,0,0.98,0,0.792,0,0.792,0.5729,0,0.4759,0,0.4759,0,0.4759,"	6",0,0,0,2020,"No change in status",2019-04-03,18:52:02
"	010","Department of the Interior",010-000001914,010-000001914,"00 - Agency Investments",,N/A,"01 - Not Applicable","	00","Department of the Interior","01 - Mission Delivery","	02","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","DOI - FireNET","FireNet is a collaboration environment envisioned to meet the mission/business requirements of the Wildland Fire community beyond agency (Federal, state, local, tribal, or volunteer) boundaries.","340 - Collaboration Tools",0.811,1.171,0.5,0,0,0,0,0,0,0,0.811,0.411,1.171,0.411,0.5,0.411,0.5,"	1",0,0.5,0,2020,"No change in status",2019-04-03,18:52:02
"	010","Department of the Interior",,010-000002390,"00 - Agency Investments",,N/A,"01 - Not Applicable","	00","Department of the Interior","01 - Mission Delivery","	07","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","OS - SAFECOM","SAFECOM fulfills the Aviation Mishap Information System (AMIS) requirements for aviation mishap reporting for the Department of the Interior.","531 - Case Management",0.089758,0.011,0.011,0.05549,0.055,0,0,0,0,0,0.034268,0.017,0.011,0.011,0.011,0.011,0.011,"	3",0,0,0,2020,New,2019-04-03,18:52:02
"	010","Department of the Interior",010-000002162,010-000002162,"00 - Agency Investments",,N/A,"07 - Other","	00","Department of the Interior","02 - Administrative Services and Support Systems","	01","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","IBC - ICS Rate Processing Workflow System","This investment uses workflow and tracking to manage the proposals on indirect cost rate offers for DOI and non-DOI federal customers.","531 - Case Management",0,0.268,0.135,0,0,0.235,0,0,0,0,0,0,0.033,0,0.135,0,0.135,"	1",0,0.03,0,2020,"No change in status",2019-04-03,18:52:02
"	010","Department of the Interior",010-000000357,010-000000357,"00 - Agency Investments",,N/A,"01 - Not Applicable","	00","Department of the Interior","03 - IT Infrastructure, IT Security, and IT Management","	00","05 - Standard IT Infrastructure","01 - Non-National Security System Investment","04 - Network","00 - Investment Line","DOI - Infrastructure - Network (WAN)","Maintain and optimize Enterprise Services Network, increase performance, enhance security and reliability while reducing complexity and redundancy.  Enable Bureaus to consolidate circuits. Includes consolidation of DOI's wireless communications.","139 - Provide and Maintain IT Infrastructure",188.165226,222.787629,204.959468,5.353802,0,5.765675,0,5.109062,0,5.109062,182.811424,0.148537,217.021954,0.07415,199.850406,0.075712,196.313119,"	5",0,0,0,2020,Split,2019-04-03,18:52:02
"	010","Department of the Interior",,010-000002610,"00 - Agency Investments",,N/A,"03 - Human Resources","	00","Department of the Interior","02 - Administrative Services and Support Systems","	00","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","OS - NewPay","Replacement system for DOI Federal Personnel and Payroll System (FPPS).","254 - Employee Benefits and Compensation",0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,12.5,0,12.5,"	3",0,0,0,2020,New,2019-04-03,18:52:02
"	010","Department of the Interior",010-000001924,010-000001924,"00 - Agency Investments",,N/A,"07 - Other","	00","Department of the Interior","02 - Administrative Services and Support Systems","	07","04 - Funding Transfer","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","DOI - E-Government Initiatives","WCF contributions to government-wide E-Gov initiatives.","353 - Information Exchange and Transformation",3.633202,4.101703,4.568732,0,0,0,0,0,0,0,3.633202,0,4.101703,0,4.568732,0,4.568732,"	4",0,0,0,2020,"No change in status",2019-04-03,18:52:02
"	010","Department of the Interior",010-000001989,010-000001989,"00 - Agency Investments",,N/A,"01 - Not Applicable","	00","Department of the Interior","01 - Mission Delivery","	07","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","DOI - Send Word Now","Send Word Now provides web-based emergency notification for crisis communication.","010 - Emergency Response",0.009,0.019199,0.078159,0,0,0,0,0,0,0,0.009,0,0.019199,0,0.078159,0,0.078159,"	1",0,0.0084,0,2020,"No change in status",2019-04-03,18:52:02
"	010","Department of the Interior","010-000000220,010-000002320",010-000000220,"00 - Agency Investments",,N/A,"05 - Travel / Transportation","	00","Department of the Interior","02 - Administrative Services and Support Systems","	07","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","DOI - E-Travel","O&M of the E-Travel System 2 (ETS2) initiative, using GSA's ETS2 provider (Concur), which provides a govt-wide web-based service that consolidates all Interior travel management service requirements under ETS2.","122 - Travel",2.087287,1.827218,1.840633,0,0,0,0,0,0,0,2.087287,0,1.827218,0.955584,1.840633,0.937585,1.840633,"	4",0,0,0,2020,Consolidation,2019-04-03,18:52:02
"	010","Department of the Interior",010-000001417,010-000001417,"00 - Agency Investments",,N/A,"07 - Other","	00","Department of the Interior","02 - Administrative Services and Support Systems","	01","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","OS - Business Integration Modular Leverage Projects","This project will leverage the FBMS investment to support modular opportunities (e.g., revenue; facilities workorder mgmt; planning & budget; performance & cost estimating) to increase management efficiency, transparency and accountability.","101 - Budget Formulation",1.614,1.614,1.614,1.614,0,1.614,0,1.614,0,1.614,0,0,0,0,0,0,0,"	4",0,0,0,2020,"No change in status",2019-04-03,18:52:02
"	010","Department of the Interior",,010-000002551,"00 - Agency Investments",,N/A,"01 - Not Applicable","	00","Department of the Interior","01 - Mission Delivery","	02","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","DOI - Emergency Response Knowledge Management System","As DOI's emergency reporting system, the Emergency Response Knowledge Management System is used for incident and event management allowing emergency managers and first responders to enter and view incident information.","010 - Emergency Response",0,0,0.054,0,0,0,0,0,0,0,0,0,0,0,0.054,0,0.054,"	5",0,0,0,2020,New,2019-04-03,18:52:02
"	010","Department of the Interior",010-000001217,010-000001217,"00 - Agency Investments",,N/A,"03 - Human Resources","	00","Department of the Interior","02 - Administrative Services and Support Systems","	07","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","DOI - Talent Management Solution (TMS) - ""DOI Learn""","This investment provides means to track all training opportunities across the DOI, using  one-stop  access to e-training and instructor-led training events. Supports our most valuable resource-our employees; therefore, ensuring agency missions are met.","618 - Employee Development and Training",1.706641,2.167075,2.901991,0,0,0,0,0,0,0,1.706641,0,2.167075,0,2.901991,0,2.901991,"	1",0,0.85,0,2020,"No change in status",2019-04-03,18:52:02
"	010","Department of the Interior",010-999993100,010-999993100,"24 - E-Gov & LoB initiatives","3100 - Geospatial LoB","Geospatial LoB","01 - Not Applicable","	00","Department of the Interior","01 - Mission Delivery","	02","01 - Major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","DOI - Geospatial Platform and Shared Services","The Geospatial Platform is a Web-based capability that provides shared, trusted geospatial data, applications, and services. It is coordinated across Federal state and local governments to create efficiencies and promote informed decision-making.","590 - Mapping / Geospatial",0.625,0.625,0.625,0,0,0,0,0,0,0,0.625,1.975,0.625,1.975,0.625,1.975,0.625,"	1",0.07256,0.18659,0,2020,"No change in status",2019-04-03,18:52:02
"	010","Department of the Interior",010-000002073,010-000002073,"00 - Agency Investments",,N/A,"01 - Not Applicable","	00","Department of the Interior","03 - IT Infrastructure, IT Security, and IT Management","	00","05 - Standard IT Infrastructure","01 - Non-National Security System Investment","03 - IT Management","00 - Investment Line","DOI - Infrastructure - IT Management","This is a standard Investment to capture all costs associated with IT Management and Strategic Planning, EA, CPIC, Project Management Offices, Records, Privacy, and FOIA.","538 - Program / Project Management",111.677769,119.964834,136.007047,5.269319,0,4.086172,0,6.198666,0,6.198666,106.40845,0.162346,115.878662,0,129.808381,0,129.808381,"	1",0,0.022901,0,2020,"No change in status",2019-04-03,18:52:02
"	010","Department of the Interior",010-000000108,010-000000108,"00 - Agency Investments",,N/A,"01 - Not Applicable","	04","Bureau of Land Management","01 - Mission Delivery","	05","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","BLM - Fire Incident Cost Code (FireCode System)","The FireCode System generates a unique firecode that is issued to a fire incident and a severity resource deployment, which enables the agencies' fire systems to be queried on a unique firecode and create accurate and efficient reports.","010 - Emergency Response",0,0.088364,0.080168,0,0,0,0,0,0,0,0,0,0.088364,0,0.080168,0,0.080168,"	5",0,0,0,2020,"No change in status",2019-04-03,18:52:01
"	010","Department of the Interior","010-000000169,010-000000109",010-000000169,"00 - Agency Investments",,N/A,"01 - Not Applicable","	04","Bureau of Land Management","01 - Mission Delivery","	07","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","BLM - Forest Resources Information System (FRIS), Formerly TSIS","The Forest Resources Information System (FRIS) provides users with a suite of computational tools and procedures for managing routine activities associated with forest product contract sales and administration.","118 - Federal Asset Sales",0.850669,0.91823,0.717459,0,0,0,0,0,0,0,0.850669,0,0.91823,0,0.717459,0,0.717459,"	5",0,0,0,2020,Consolidation,2019-04-03,18:52:01
"	010","Department of the Interior",010-000002251,010-000002251,"00 - Agency Investments",,N/A,"01 - Not Applicable","	04","Bureau of Land Management","03 - IT Infrastructure, IT Security, and IT Management","	00","05 - Standard IT Infrastructure","01 - Non-National Security System Investment","02 - IT Security & Compliance","00 - Investment Line","BLM - Infrastructure - IT Security & Compliance","This investment captures bureau infrastructure costs that roll up to a parent investment.","315 - Threat and Vulnerability Management",2.499552,3.690814,3.742787,0,0,0,0,0,0,0,2.499552,0,3.690814,0,3.742787,0,3.742787,"	5",0,0,0,2020,"No change in status",2019-04-03,18:52:01
"	010","Department of the Interior",010-000001550,010-000001550,"00 - Agency Investments",,N/A,"01 - Not Applicable","	04","Bureau of Land Management","01 - Mission Delivery","	07","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","BLM - Navigator (Formerly GPM)","Navigator enables publication of geospatial data for users via a single, web-accessible access point. A metadata registry provides consistent definitions and access to national data across BLM, allowing users to analyze and report on geospatial data.","590 - Mapping / Geospatial",1.048277,1.264,0,0,0,0,0,0,0,0,1.048277,0,1.264,0,0,0,0,"	5",0,0,0,2020,Reorganization,2019-04-03,18:52:01
